74560,ILX,40.15,-89.33,178.0,1002.0,-13.5,-21.5,178.0,13.9988,300.0
74560,ILX,40.15,-89.33,178.0,1000.0,-13.7,-22.7,198.0,15.9986,295.0
74560,ILX,40.15,-89.33,178.0,925.0,-19.5,-24.5,783.0,26.9976,305.0
74560,ILX,40.15,-89.33,178.0,850.0,-25.3,-28.5,1404.0,29.9973,295.0
74560,ILX,40.15,-89.33,178.0,700.0,-31.3,-38.3,2796.0,42.9962,315.0
74560,ILX,40.15,-89.33,178.0,500.0,-38.5,-52.5,5160.0,61.9945,320.0
74560,ILX,40.15,-89.33,178.0,400.0,-46.3,-63.3,6670.0,68.9939,315.0
74560,ILX,40.15,-89.33,178.0,300.0,-48.5,-76.5,8560.0,80.9928,315.0
74560,ILX,40.15,-89.33,178.0,250.0,-48.1,--,9760.0,79.9929,310.0
74560,ILX,40.15,-89.33,178.0,200.0,-48.5,--,11240.0,73.9934,305.0
74560,ILX,40.15,-89.33,178.0,150.0,-50.5,--,13130.0,63.9943,300.0
74560,ILX,40.15,-89.33,178.0,100.0,-53.1,--,15760.0,53.9952,300.0
74560,ILX,40.15,-89.33,178.0,70.0,-52.3,--,18050.0,34.9969,275.0
74560,ILX,40.15,-89.33,178.0,50.0,-53.5,--,20210.0,24.9978,265.0
74560,ILX,40.15,-89.33,178.0,30.0,-58.7,--,23470.0,34.9969,280.0
74560,ILX,40.15,-89.33,178.0,20.0,-54.3,--,26070.0,--,--
74560,ILX,40.15,-89.33,178.0,10.0,-46.7,--,30590.0,41.9963,265.0
72768,GGW,48.21,-106.61,700.0,939.0,-3.69998,-10.7,700.0,8.9992,145.0
72768,GGW,48.21,-106.61,700.0,1000.0,--,--,200.0,--,--
72768,GGW,48.21,-106.61,700.0,925.0,-5.29999,-14.3,809.0,13.9988,155.0
72768,GGW,48.21,-106.61,700.0,850.0,-5.69998,-7.09998,1471.0,17.9984,255.0
72768,GGW,48.21,-106.61,700.0,700.0,-11.9,-13.2,2979.0,30.9972,320.0
72768,GGW,48.21,-106.61,700.0,500.0,-20.5,-33.5,5540.0,75.9933,330.0
72768,GGW,48.21,-106.61,700.0,400.0,-33.5,-37.9,7150.0,80.9928,325.0
72768,GGW,48.21,-106.61,700.0,300.0,-48.3,-54.3,9100.0,96.9914,320.0
72768,GGW,48.21,-106.61,700.0,250.0,-56.7,-64.7,10280.0,109.99,315.0
72768,GGW,48.21,-106.61,700.0,200.0,-64.7,-72.7,11660.0,116.99,315.0
72768,GGW,48.21,-106.61,700.0,150.0,-57.9,-83.9,13450.0,82.9926,315.0
72768,GGW,48.21,-106.61,700.0,100.0,-59.9,-90.9,15990.0,64.9942,330.0
72768,GGW,48.21,-106.61,700.0,70.0,-60.9,-91.9,18210.0,45.9959,330.0
72768,GGW,48.21,-106.61,700.0,50.0,-59.9,-90.9,20300.0,46.9958,340.0
72768,GGW,48.21,-106.61,700.0,30.0,-56.5,-88.5,23510.0,20.9981,325.0
72768,GGW,48.21,-106.61,700.0,20.0,-55.9,-87.9,26090.0,19.9982,25.0
72768,GGW,48.21,-106.61,700.0,10.0,-53.3,-86.3,30520.0,23.9979,325.0
72250,BRO,25.91,-97.41,7.0,1024.0,16.6,4.60001,7.0,7.99929,110.0
72250,BRO,25.91,-97.41,7.0,1000.0,14.2,4.20001,207.0,15.9986,100.0
72250,BRO,25.91,-97.41,7.0,925.0,8.0,3.0,858.0,10.999,135.0
72250,BRO,25.91,-97.41,7.0,850.0,7.20001,-27.8,1551.0,14.9987,140.0
72250,BRO,25.91,-97.41,7.0,700.0,4.39999,-18.6,3145.0,31.9972,300.0
72250,BRO,25.91,-97.41,7.0,500.0,-8.69998,-50.7,5810.0,44.996,310.0
72250,BRO,25.91,-97.41,7.0,400.0,-21.5,-58.5,7500.0,51.9954,295.0
72250,BRO,25.91,-97.41,7.0,300.0,-38.5,-66.5,9550.0,61.9945,280.0
72250,BRO,25.91,-97.41,7.0,250.0,-48.7,-67.7,10770.0,77.9931,290.0
72250,BRO,25.91,-97.41,7.0,200.0,-56.9,-76.9,12200.0,81.9927,290.0
72250,BRO,25.91,-97.41,7.0,150.0,-63.5,-83.5,14000.0,108.99,275.0
72250,BRO,25.91,-97.41,7.0,100.0,-73.3,-92.3,16430.0,72.9935,280.0
72250,BRO,25.91,-97.41,7.0,70.0,-73.7,-90.7,18500.0,52.9953,285.0
72250,BRO,25.91,-97.41,7.0,50.0,-65.1,-88.1,20500.0,26.9976,300.0
72250,BRO,25.91,-97.41,7.0,30.0,-52.9,-82.9,23700.0,21.998,265.0
72250,BRO,25.91,-97.41,7.0,20.0,-50.1,-81.1,26310.0,22.998,235.0
72363,AMA,35.23,-101.7,1099.0,897.0,12.0,-6.0,1099.0,3.99965,100.0
72363,AMA,35.23,-101.7,1099.0,1000.0,--,--,205.0,--,--
72363,AMA,35.23,-101.7,1099.0,925.0,--,--,-346.0,--,--
72363,AMA,35.23,-101.7,1099.0,850.0,6.60001,-10.4,1542.0,5.99947,45.0
72363,AMA,35.23,-101.7,1099.0,700.0,-3.69998,-17.7,3099.0,28.9974,325.0
72363,AMA,35.23,-101.7,1099.0,500.0,-13.7,-40.7,5700.0,56.9949,320.0
72363,AMA,35.23,-101.7,1099.0,400.0,-26.3,-45.3,7360.0,77.9931,315.0
72363,AMA,35.23,-101.7,1099.0,300.0,-42.5,-51.5,9370.0,90.9919,310.0
72363,AMA,35.23,-101.7,1099.0,250.0,-52.1,-66.1,10570.0,95.9915,310.0
72363,AMA,35.23,-101.7,1099.0,200.0,-60.7,-83.7,11990.0,103.991,305.0
